"data","TempMED"
2005-01-01,22.3458333333333
2005-01-02,22.7041666666667
2005-01-03,22.7
2005-01-04,20.9791666666667
2005-01-05,22.0208333333333
2005-01-06,23.8791666666667
2005-01-07,24.3458333333333
2005-01-08,24.15
2005-01-09,25.1166666666667
2005-01-10,25.2625
2005-01-11,21.9708333333333
2005-01-12,20.4125
2005-01-13,21.1708333333333
2005-01-14,21.15
2005-01-15,26.1166666666667
2005-01-16,23.8791666666667
2005-01-17,20.2583333333333
2005-01-18,21.425
2005-01-19,23.0208333333333
2005-01-20,21.9333333333333
2005-01-21,21.2666666666667
2005-01-22,22.0083333333333
2005-01-23,23.1625
2005-01-24,23.4375
2005-01-25,22.025
2005-01-26,16.8958333333333
2005-01-27,17
2005-01-28,19.2916666666667
2005-01-29,20.225
2005-01-30,21.0958333333333
2005-01-31,21.4333333333333
2005-02-01,20.4125
2005-02-02,21.3416666666667
2005-02-03,21.0916666666667
2005-02-04,19.9041666666667
2005-02-05,18.7333333333333
2005-02-06,19.1458333333333
2005-02-07,18.6458333333333
2005-02-08,18.9166666666667
2005-02-09,19.875
2005-02-10,21.2166666666667
2005-02-11,22.1875
2005-02-12,20.4708333333333
2005-02-13,20.125
2005-02-14,19.6458333333333
2005-02-15,19.8333333333333
2005-02-16,21.6458333333333
2005-02-17,22.2916666666667
2005-02-18,22.875
2005-02-19,22.5
2005-02-20,21.6708333333333
2005-02-21,20.6875
2005-02-22,23.45
2005-02-23,24.3708333333333
2005-02-24,23.9666666666667
2005-02-25,23.5791666666667
2005-02-26,22.8083333333333
2005-02-27,23.0958333333333
2005-02-28,24.0708333333333
2005-03-01,21.2291666666667
2005-03-02,18.4041666666667
2005-03-03,17.6041666666667
2005-03-04,18.7041666666667
2005-03-05,19.4875
2005-03-06,19.9291666666667
2005-03-07,21.4208333333333
2005-03-08,22.7416666666667
2005-03-09,24.5833333333333
2005-03-10,23.4458333333333
2005-03-11,24.4083333333333
2005-03-12,24.3958333333333
2005-03-13,25.2416666666667
2005-03-14,24.4208333333333
2005-03-15,22.3791666666667
2005-03-16,21.9208333333333
2005-03-17,22.925
2005-03-18,22.5583333333333
2005-03-19,22.3041666666667
2005-03-20,22.9125
2005-03-21,22.975
2005-03-22,22.8291666666667
2005-03-23,23.6416666666667
2005-03-24,20.55
2005-03-25,18.7583333333333
2005-03-26,18.3125
2005-03-27,19.675
2005-03-28,20.2291666666667
2005-03-29,22.0416666666667
2005-03-30,22.0958333333333
2005-03-31,21.9416666666667
2005-04-01,23.7083333333333
2005-04-02,24.7583333333333
2005-04-03,25.5125
2005-04-04,22.1916666666667
2005-04-05,20.4875
2005-04-06,23.5041666666667
2005-04-07,24.5416666666667
2005-04-08,24.5833333333333
2005-04-09,22.8458333333333
2005-04-10,23.1541666666667
2005-04-11,24.2875
2005-04-12,24.85
2005-04-13,22.8333333333333
2005-04-14,23.1833333333333
2005-04-15,23.9166666666667
2005-04-16,22.2833333333333
2005-04-17,21.5333333333333
2005-04-18,20.65
2005-04-19,21.5666666666667
2005-04-20,21.8333333333333
2005-04-21,20.2916666666667
2005-04-22,20.0166666666667
2005-04-23,19.625
2005-04-24,19.8041666666667
2005-04-25,20.6375
2005-04-26,15.275
2005-04-27,15.4958333333333
2005-04-28,15.9083333333333
2005-04-29,17.5791666666667
2005-04-30,15.9958333333333
2005-05-01,15.8833333333333
2005-05-02,15.8791666666667
2005-05-03,15.975
2005-05-04,16.9916666666667
2005-05-05,17.025
2005-05-06,18.1416666666667
2005-05-07,18.55
2005-05-08,18.2166666666667
2005-05-09,18.9875
2005-05-10,19.6333333333333
2005-05-11,20.4625
2005-05-12,20.2333333333333
2005-05-13,21.5458333333333
2005-05-14,21.775
2005-05-15,20.85
2005-05-16,20.6958333333333
2005-05-17,21.0041666666667
2005-05-18,21.9458333333333
2005-05-19,20.7958333333333
2005-05-20,21.9625
2005-05-21,21.1416666666667
2005-05-22,15.6291666666667
2005-05-23,17.4041666666667
2005-05-24,18.5958333333333
2005-05-25,16.8666666666667
2005-05-26,15.6333333333333
2005-05-27,16.5375
2005-05-28,16.6833333333333
2005-05-29,17.4541666666667
2005-05-30,19.1958333333333
2005-05-31,18.9458333333333
2005-06-01,19.3875
2005-06-02,20.175
2005-06-03,18.9583333333333
2005-06-04,19.1875
2005-06-05,18.9833333333333
2005-06-06,17.1541666666667
2005-06-07,17.7666666666667
2005-06-08,17.7625
2005-06-09,18.4291666666667
2005-06-10,18.6083333333333
2005-06-11,18.8083333333333
2005-06-12,19.2083333333333
2005-06-13,18.8583333333333
2005-06-14,19.025
2005-06-15,20.1375
2005-06-16,19.5458333333333
2005-06-17,19.3333333333333
2005-06-18,19.2791666666667
2005-06-19,18.3125
2005-06-20,16.5
2005-06-21,13.7833333333333
2005-06-22,14.4458333333333
2005-06-23,14.8916666666667
2005-06-24,15.5166666666667
2005-06-25,15.625
2005-06-26,16.5291666666667
2005-06-27,16.5416666666667
2005-06-28,16.4875
2005-06-29,19.0708333333333
2005-06-30,20.4541666666667
2005-07-01,18.1
2005-07-02,19.0166666666667
2005-07-03,18.8083333333333
2005-07-04,19.1375
2005-07-05,16.2666666666667
2005-07-06,14.1125
2005-07-07,11.5416666666667
2005-07-08,12.5083333333333
2005-07-09,12.8583333333333
2005-07-10,13.2541666666667
2005-07-11,15.3291666666667
2005-07-12,15.1875
2005-07-13,14.3625
2005-07-14,15.2958333333333
2005-07-15,16.075
2005-07-16,19.5916666666667
2005-07-17,19.825
2005-07-18,14.8541666666667
2005-07-19,12.8208333333333
2005-07-20,13.2791666666667
2005-07-21,15.9916666666667
2005-07-22,17.8166666666667
2005-07-23,19.0375
2005-07-24,17.2666666666667
2005-07-25,16
2005-07-26,12.5
2005-07-27,13.5041666666667
2005-07-28,17.0875
2005-07-29,18.4
2005-07-30,17.2541666666667
2005-07-31,17.5791666666667
2005-08-01,18.4208333333333
2005-08-02,17.725
2005-08-03,17.4583333333333
2005-08-04,17.4
2005-08-05,18.0375
2005-08-06,18.0125
2005-08-07,16.65
2005-08-08,15.9125
2005-08-09,15.2083333333333
2005-08-10,13.3291666666667
2005-08-11,14.0166666666667
2005-08-12,14.1833333333333
2005-08-13,15.9791666666667
2005-08-14,19.275
2005-08-15,18.8041666666667
2005-08-16,19.2625
2005-08-17,19.8791666666667
2005-08-18,18.2208333333333
2005-08-19,18.2625
2005-08-20,18.7416666666667
2005-08-21,18.8583333333333
2005-08-22,20.0791666666667
2005-08-23,20.6208333333333
2005-08-24,20.8041666666667
2005-08-25,13.375
2005-08-26,15.4291666666667
2005-08-27,17.9291666666667
2005-08-28,22.0416666666667
2005-08-29,24.1416666666667
2005-08-30,24.9416666666667
2005-08-31,19.85
2005-09-01,20.9166666666667
2005-09-02,17.4958333333333
2005-09-03,14.8125
2005-09-04,19.9833333333333
2005-09-05,19.1458333333333
2005-09-06,14.8875
2005-09-07,14.1333333333333
2005-09-08,14.9833333333333
2005-09-09,18.9708333333333
2005-09-10,21.7166666666667
2005-09-11,22.0375
2005-09-12,15.1291666666667
2005-09-13,13.0166666666667
2005-09-14,14.5
2005-09-15,19.7625
2005-09-16,17.5583333333333
2005-09-17,14.7833333333333
2005-09-18,16.1625
2005-09-19,20.15
2005-09-20,16.5875
2005-09-21,15.9375
2005-09-22,17.4083333333333
2005-09-23,18.8416666666667
2005-09-24,18.9375
2005-09-25,19.2208333333333
2005-09-26,13.6041666666667
2005-09-27,12.7083333333333
2005-09-28,14.2833333333333
2005-09-29,16.0708333333333
2005-09-30,18.55
2005-10-01,19.3708333333333
2005-10-02,17.0166666666667
2005-10-03,19.2375
2005-10-04,22.85
2005-10-05,19.925
2005-10-06,18.1041666666667
2005-10-07,18.7375
2005-10-08,22.8166666666667
2005-10-09,20.6875
2005-10-10,16.9
2005-10-11,18.1541666666667
2005-10-12,23.2166666666667
2005-10-13,25.5291666666667
2005-10-14,24.0708333333333
2005-10-15,18.7291666666667
2005-10-16,19.7833333333333
2005-10-17,22.5333333333333
2005-10-18,17.6833333333333
2005-10-19,16.2208333333333
2005-10-20,18.4416666666667
2005-10-21,22.1291666666667
2005-10-22,21.0916666666667
2005-10-23,18.7958333333333
2005-10-24,18.8333333333333
2005-10-25,23.5791666666667
2005-10-26,21.2375
2005-10-27,20.8791666666667
2005-10-28,22.1833333333333
2005-10-29,18.1666666666667
2005-10-30,16.1375
2005-10-31,16.5
2005-11-01,14.9791666666667
2005-11-02,16.1541666666667
2005-11-03,19.475
2005-11-04,19.475
2005-11-05,20.7166666666667
2005-11-06,20.3625
2005-11-07,20.3541666666667
2005-11-08,16.1083333333333
2005-11-09,15.9458333333333
2005-11-10,16.1958333333333
2005-11-11,16.9708333333333
2005-11-12,18.2875
2005-11-13,19.1833333333333
2005-11-14,19.9958333333333
2005-11-15,22.8
2005-11-16,22.7791666666667
2005-11-17,20.1583333333333
2005-11-18,22.2791666666667
2005-11-19,24.2625
2005-11-20,18.9083333333333
2005-11-21,19.0583333333333
2005-11-22,20.65
2005-11-23,22.8333333333333
2005-11-24,24.125
2005-11-25,19.375
2005-11-26,16.0708333333333
2005-11-27,17.8958333333333
2005-11-28,18.6791666666667
2005-11-29,22.1583333333333
2005-11-30,22.3291666666667
2005-12-01,22.7208333333333
2005-12-02,17.9083333333333
2005-12-03,15.9541666666667
2005-12-04,19.25
2005-12-05,23.1291666666667
2005-12-06,21.1
2005-12-07,17.2708333333333
2005-12-08,18.1958333333333
2005-12-09,20.5375
2005-12-10,21.0833333333333
2005-12-11,16.5625
2005-12-12,16.6958333333333
2005-12-13,18.225
2005-12-14,17.6375
2005-12-15,18.9166666666667
2005-12-16,22.4416666666667
2005-12-17,23.0208333333333
2005-12-18,20.1166666666667
2005-12-19,22.6791666666667
2005-12-20,22.625
2005-12-21,21.2291666666667
2005-12-22,21.9416666666667
2005-12-23,25.075
2005-12-24,23.6125
2005-12-25,19.8666666666667
